dataset,attack,alpha,round,n_accepted_mean,n_accepted_min,n_seeds
fashion-mnist,sign_flip,0.5,48,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,49,16.0,15.0,3
fashion-mnist,sign_flip,0.5,50,17.0,17.0,3
fashion-mnist,sign_flip,1.0,11,16.666666666666668,16.0,3
fashion-mnist,sign_flip,1.0,12,16.0,16.0,3
fashion-mnist,sign_flip,1.0,13,15.333333333333334,15.0,3
fashion-mnist,sign_flip,1.0,14,15.333333333333334,14.0,3
fashion-mnist,sign_flip,1.0,15,16.0,14.0,3
fashion-mnist,sign_flip,1.0,16,15.333333333333334,15.0,3
fashion-mnist,sign_flip,1.0,17,16.0,15.0,3
fashion-mnist,sign_flip,1.0,18,16.0,15.0,3
fashion-mnist,sign_flip,1.0,19,17.0,16.0,3
fashion-mnist,sign_flip,1.0,20,17.0,16.0,3
fashion-mnist,sign_flip,1.0,21,16.333333333333332,15.0,3
fashion-mnist,sign_flip,1.0,22,16.0,16.0,3
fashion-mnist,sign_flip,1.0,23,15.0,15.0,3
fashion-mnist,sign_flip,1.0,24,16.333333333333332,15.0,3
fashion-mnist,sign_flip,1.0,25,16.333333333333332,15.0,3
fashion-mnist,sign_flip,1.0,26,15.333333333333334,15.0,3
fashion-mnist,sign_flip,1.0,27,16.666666666666668,16.0,3
fashion-mnist,sign_flip,1.0,28,16.666666666666668,16.0,3
fashion-mnist,sign_flip,1.0,29,16.0,15.0,3
fashion-mnist,sign_flip,1.0,30,18.0,17.0,3
fashion-mnist,sign_flip,1.0,31,16.666666666666668,16.0,3
fashion-mnist,sign_flip,1.0,32,15.666666666666666,15.0,3
fashion-mnist,sign_flip,1.0,33,16.0,14.0,3
fashion-mnist,sign_flip,1.0,34,15.333333333333334,15.0,3
fashion-mnist,sign_flip,1.0,35,15.666666666666666,15.0,3
fashion-mnist,sign_flip,1.0,36,15.666666666666666,15.0,3
fashion-mnist,sign_flip,1.0,37,16.333333333333332,15.0,3
fashion-mnist,sign_flip,1.0,38,16.333333333333332,16.0,3
fashion-mnist,sign_flip,1.0,39,16.0,15.0,3
fashion-mnist,sign_flip,1.0,40,15.666666666666666,15.0,3
fashion-mnist,sign_flip,1.0,41,15.666666666666666,14.0,3
fashion-mnist,sign_flip,1.0,42,16.666666666666668,16.0,3
fashion-mnist,sign_flip,1.0,43,16.333333333333332,16.0,3
fashion-mnist,sign_flip,1.0,44,15.666666666666666,15.0,3
fashion-mnist,sign_flip,1.0,45,16.333333333333332,16.0,3
fashion-mnist,sign_flip,1.0,46,16.333333333333332,15.0,3
fashion-mnist,sign_flip,1.0,47,15.666666666666666,15.0,3
fashion-mnist,sign_flip,1.0,48,15.666666666666666,14.0,3
fashion-mnist,sign_flip,1.0,49,15.0,14.0,3
fashion-mnist,sign_flip,1.0,50,16.0,15.0,3
fashion-mnist,slow_poison,0.1,11,16.333333333333332,14.0,3
fashion-mnist,slow_poison,0.1,12,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.1,13,16.333333333333332,16.0,3
fashion-mnist,slow_poison,0.1,14,16.333333333333332,14.0,3
fashion-mnist,slow_poison,0.1,15,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.1,16,17.666666666666668,15.0,3
fashion-mnist,slow_poison,0.1,17,17.0,16.0,3
fashion-mnist,slow_poison,0.1,18,15.666666666666666,14.0,3
fashion-mnist,slow_poison,0.1,19,16.666666666666668,16.0,3
fashion-mnist,slow_poison,0.1,20,17.0,16.0,3
fashion-mnist,slow_poison,0.1,21,16.666666666666668,15.0,3
fashion-mnist,slow_poison,0.1,22,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.1,23,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.1,24,17.0,16.0,3
fashion-mnist,slow_poison,0.1,25,17.0,15.0,3
fashion-mnist,slow_poison,0.1,26,16.666666666666668,15.0,3
fashion-mnist,slow_poison,0.1,27,16.0,15.0,3
fashion-mnist,slow_poison,0.1,28,14.666666666666666,14.0,3
fashion-mnist,slow_poison,0.1,29,16.666666666666668,14.0,3
fashion-mnist,slow_poison,0.1,30,16.333333333333332,16.0,3
fashion-mnist,slow_poison,0.1,31,16.333333333333332,15.0,3
fashion-mnist,slow_poison,0.1,32,16.666666666666668,16.0,3
fashion-mnist,slow_poison,0.1,33,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.1,34,16.0,14.0,3
fashion-mnist,slow_poison,0.1,35,16.333333333333332,14.0,3
fashion-mnist,slow_poison,0.1,36,16.666666666666668,15.0,3
fashion-mnist,slow_poison,0.1,37,15.666666666666666,14.0,3
fashion-mnist,slow_poison,0.1,38,16.0,15.0,3
fashion-mnist,slow_poison,0.1,39,16.333333333333332,13.0,3
fashion-mnist,slow_poison,0.1,40,15.666666666666666,14.0,3
fashion-mnist,slow_poison,0.1,41,14.666666666666666,12.0,3
fashion-mnist,slow_poison,0.1,42,15.0,12.0,3
fashion-mnist,slow_poison,0.1,43,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.1,44,17.0,14.0,3
fashion-mnist,slow_poison,0.1,45,16.333333333333332,14.0,3
fashion-mnist,slow_poison,0.1,46,17.0,14.0,3
fashion-mnist,slow_poison,0.1,47,15.333333333333334,14.0,3
fashion-mnist,slow_poison,0.1,48,16.0,15.0,3
fashion-mnist,slow_poison,0.1,49,16.666666666666668,15.0,3
fashion-mnist,slow_poison,0.1,50,16.666666666666668,16.0,3
fashion-mnist,slow_poison,0.25,11,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.25,12,17.0,15.0,3
fashion-mnist,slow_poison,0.25,13,18.0,17.0,3
fashion-mnist,slow_poison,0.25,14,17.0,15.0,3
fashion-mnist,slow_poison,0.25,15,18.0,17.0,3
fashion-mnist,slow_poison,0.25,16,17.666666666666668,15.0,3
fashion-mnist,slow_poison,0.25,17,17.0,15.0,3
fashion-mnist,slow_poison,0.25,18,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.25,19,17.333333333333332,17.0,3
fashion-mnist,slow_poison,0.25,20,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.25,21,18.0,18.0,3
fashion-mnist,slow_poison,0.25,22,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.25,23,18.0,16.0,3
fashion-mnist,slow_poison,0.25,24,16.333333333333332,15.0,3
fashion-mnist,slow_poison,0.25,25,18.0,17.0,3
fashion-mnist,slow_poison,0.25,26,17.0,16.0,3
fashion-mnist,slow_poison,0.25,27,17.0,16.0,3
fashion-mnist,slow_poison,0.25,28,15.666666666666666,14.0,3
fashion-mnist,slow_poison,0.25,29,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.25,30,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.25,31,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.25,32,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.25,33,16.333333333333332,15.0,3
fashion-mnist,slow_poison,0.25,34,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.25,35,17.0,15.0,3
fashion-mnist,slow_poison,0.25,36,17.333333333333332,15.0,3
fashion-mnist,slow_poison,0.25,37,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.25,38,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.25,39,16.0,14.0,3
fashion-mnist,slow_poison,0.25,40,17.333333333333332,15.0,3
fashion-mnist,slow_poison,0.25,41,16.333333333333332,15.0,3
fashion-mnist,slow_poison,0.25,42,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.25,43,18.666666666666668,18.0,3
fashion-mnist,slow_poison,0.25,44,18.666666666666668,15.0,3
fashion-mnist,slow_poison,0.25,45,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.25,46,19.333333333333332,18.0,3
fashion-mnist,slow_poison,0.25,47,16.666666666666668,15.0,3
fashion-mnist,slow_poison,0.25,48,17.666666666666668,17.0,3
fashion-mnist,slow_poison,0.25,49,15.333333333333334,14.0,3
fashion-mnist,slow_poison,0.25,50,17.0,16.0,3
fashion-mnist,slow_poison,0.5,11,18.333333333333332,18.0,3
fashion-mnist,slow_poison,0.5,12,19.0,18.0,3
fashion-mnist,slow_poison,0.5,13,18.666666666666668,16.0,3
fashion-mnist,slow_poison,0.5,14,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.5,15,19.0,18.0,3
fashion-mnist,slow_poison,0.5,16,18.666666666666668,17.0,3
fashion-mnist,slow_poison,0.5,17,19.333333333333332,19.0,3
fashion-mnist,slow_poison,0.5,18,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.5,19,18.333333333333332,18.0,3
fashion-mnist,slow_poison,0.5,20,18.0,17.0,3
fashion-mnist,slow_poison,0.5,21,18.666666666666668,17.0,3
fashion-mnist,slow_poison,0.5,22,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.5,23,18.0,17.0,3
fashion-mnist,slow_poison,0.5,24,17.333333333333332,15.0,3
fashion-mnist,slow_poison,0.5,25,18.666666666666668,17.0,3
fashion-mnist,slow_poison,0.5,26,18.666666666666668,18.0,3
fashion-mnist,slow_poison,0.5,27,20.333333333333332,19.0,3
fashion-mnist,slow_poison,0.5,28,17.333333333333332,15.0,3
fashion-mnist,slow_poison,0.5,29,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.5,30,18.666666666666668,17.0,3
fashion-mnist,slow_poison,0.5,31,18.666666666666668,14.0,3
fashion-mnist,slow_poison,0.5,32,19.0,18.0,3
fashion-mnist,slow_poison,0.5,33,18.666666666666668,17.0,3
fashion-mnist,slow_poison,0.5,34,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.5,35,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.5,36,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.5,37,18.0,18.0,3
fashion-mnist,slow_poison,0.5,38,17.666666666666668,16.0,3
fashion-mnist,slow_poison,0.5,39,17.0,16.0,3
fashion-mnist,slow_poison,0.5,40,18.666666666666668,18.0,3
fashion-mnist,slow_poison,0.5,41,17.333333333333332,16.0,3
fashion-mnist,slow_poison,0.5,42,18.0,18.0,3
fashion-mnist,slow_poison,0.5,43,20.666666666666668,20.0,3
fashion-mnist,slow_poison,0.5,44,16.0,15.0,3
fashion-mnist,slow_poison,0.5,45,19.666666666666668,19.0,3
fashion-mnist,slow_poison,0.5,46,17.333333333333332,17.0,3
fashion-mnist,slow_poison,0.5,47,18.333333333333332,17.0,3
fashion-mnist,slow_poison,0.5,48,18.0,17.0,3
fashion-mnist,slow_poison,0.5,49,18.333333333333332,18.0,3
fashion-mnist,slow_poison,0.5,50,19.333333333333332,19.0,3
fashion-mnist,slow_poison,1.0,11,17.333333333333332,17.0,3
fashion-mnist,slow_poison,1.0,12,16.666666666666668,16.0,3
fashion-mnist,slow_poison,1.0,13,18.666666666666668,18.0,3
fashion-mnist,slow_poison,1.0,14,16.0,15.0,3
fashion-mnist,slow_poison,1.0,15,16.0,16.0,3
fashion-mnist,slow_poison,1.0,16,17.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,17,16.666666666666668,15.0,3
fashion-mnist,slow_poison,1.0,18,17.333333333333332,17.0,3
fashion-mnist,slow_poison,1.0,19,17.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,20,17.0,17.0,3
fashion-mnist,slow_poison,1.0,21,17.666666666666668,16.0,3
fashion-mnist,slow_poison,1.0,22,18.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,23,17.0,16.0,3
fashion-mnist,slow_poison,1.0,24,16.0,14.0,3
fashion-mnist,slow_poison,1.0,25,17.333333333333332,15.0,3
fashion-mnist,slow_poison,1.0,26,17.0,16.0,3
fashion-mnist,slow_poison,1.0,27,16.0,15.0,3
fashion-mnist,slow_poison,1.0,28,19.0,18.0,3
fashion-mnist,slow_poison,1.0,29,17.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,30,15.666666666666666,14.0,3
fashion-mnist,slow_poison,1.0,31,16.666666666666668,15.0,3
fashion-mnist,slow_poison,1.0,32,17.0,15.0,3
fashion-mnist,slow_poison,1.0,33,16.0,15.0,3
fashion-mnist,slow_poison,1.0,34,17.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,35,16.0,16.0,3
fashion-mnist,slow_poison,1.0,36,16.333333333333332,16.0,3
fashion-mnist,slow_poison,1.0,37,16.0,15.0,3
fashion-mnist,slow_poison,1.0,38,17.0,17.0,3
fashion-mnist,slow_poison,1.0,39,18.0,17.0,3
fashion-mnist,slow_poison,1.0,40,16.666666666666668,16.0,3
fashion-mnist,slow_poison,1.0,41,17.666666666666668,16.0,3
fashion-mnist,slow_poison,1.0,42,15.666666666666666,15.0,3
fashion-mnist,slow_poison,1.0,43,17.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,44,18.666666666666668,17.0,3
fashion-mnist,slow_poison,1.0,45,16.666666666666668,16.0,3
fashion-mnist,slow_poison,1.0,46,16.333333333333332,15.0,3
fashion-mnist,slow_poison,1.0,47,17.0,16.0,3
fashion-mnist,slow_poison,1.0,48,18.0,16.0,3
fashion-mnist,slow_poison,1.0,49,16.0,15.0,3
fashion-mnist,slow_poison,1.0,50,16.666666666666668,15.0,3
