dataset,attack,alpha,round,n_accepted_mean,n_accepted_min,n_seeds
cifar-10,label_flip,1.0,34,21.333333333333332,20.0,3
cifar-10,label_flip,1.0,35,21.333333333333332,21.0,3
cifar-10,label_flip,1.0,36,21.666666666666668,21.0,3
cifar-10,label_flip,1.0,37,20.333333333333332,18.0,3
cifar-10,label_flip,1.0,38,22.0,21.0,3
cifar-10,label_flip,1.0,39,22.666666666666668,21.0,3
cifar-10,label_flip,1.0,40,21.0,20.0,3
cifar-10,label_flip,1.0,41,19.666666666666668,16.0,3
cifar-10,label_flip,1.0,42,21.333333333333332,19.0,3
cifar-10,label_flip,1.0,43,21.0,19.0,3
cifar-10,label_flip,1.0,44,22.0,20.0,3
cifar-10,label_flip,1.0,45,21.0,19.0,3
cifar-10,label_flip,1.0,46,22.0,20.0,3
cifar-10,label_flip,1.0,47,22.0,20.0,3
cifar-10,label_flip,1.0,48,22.0,22.0,3
cifar-10,label_flip,1.0,49,20.666666666666668,18.0,3
cifar-10,label_flip,1.0,50,22.0,21.0,3
cifar-10,minmax,0.1,11,16.333333333333332,15.0,3
cifar-10,minmax,0.1,12,11.666666666666666,10.0,3
cifar-10,minmax,0.1,13,14.0,13.0,3
cifar-10,minmax,0.1,14,12.666666666666666,11.0,3
cifar-10,minmax,0.1,15,11.666666666666666,10.0,3
cifar-10,minmax,0.1,16,11.333333333333334,9.0,3
cifar-10,minmax,0.1,17,10.666666666666666,5.0,3
cifar-10,minmax,0.1,18,10.333333333333334,7.0,3
cifar-10,minmax,0.1,19,10.666666666666666,10.0,3
cifar-10,minmax,0.1,20,10.0,8.0,3
cifar-10,minmax,0.1,21,9.666666666666666,6.0,3
cifar-10,minmax,0.1,22,11.333333333333334,6.0,3
cifar-10,minmax,0.1,23,14.0,10.0,3
cifar-10,minmax,0.1,24,13.333333333333334,8.0,3
cifar-10,minmax,0.1,25,17.666666666666668,17.0,3
cifar-10,minmax,0.1,26,13.333333333333334,11.0,3
cifar-10,minmax,0.1,27,14.666666666666666,8.0,3
cifar-10,minmax,0.1,28,17.0,13.0,3
cifar-10,minmax,0.1,29,17.0,6.0,3
cifar-10,minmax,0.1,30,14.333333333333334,9.0,3
cifar-10,minmax,0.1,31,17.666666666666668,8.0,3
cifar-10,minmax,0.1,32,16.0,11.0,3
cifar-10,minmax,0.1,33,20.333333333333332,17.0,3
cifar-10,minmax,0.1,34,18.333333333333332,10.0,3
cifar-10,minmax,0.1,35,19.666666666666668,14.0,3
cifar-10,minmax,0.1,36,23.0,21.0,3
cifar-10,minmax,0.1,37,22.333333333333332,20.0,3
cifar-10,minmax,0.1,38,22.333333333333332,21.0,3
cifar-10,minmax,0.1,39,20.333333333333332,16.0,3
cifar-10,minmax,0.1,40,23.0,22.0,3
cifar-10,minmax,0.1,41,21.666666666666668,20.0,3
cifar-10,minmax,0.1,42,21.666666666666668,20.0,3
cifar-10,minmax,0.1,43,22.333333333333332,20.0,3
cifar-10,minmax,0.1,44,20.666666666666668,15.0,3
cifar-10,minmax,0.1,45,21.333333333333332,18.0,3
cifar-10,minmax,0.1,46,23.666666666666668,23.0,3
cifar-10,minmax,0.1,47,20.666666666666668,14.0,3
cifar-10,minmax,0.1,48,22.0,21.0,3
cifar-10,minmax,0.1,49,22.0,19.0,3
cifar-10,minmax,0.1,50,13.333333333333334,10.0,3
cifar-10,minmax,0.25,11,19.333333333333332,18.0,3
cifar-10,minmax,0.25,12,17.666666666666668,15.0,3
cifar-10,minmax,0.25,13,16.333333333333332,15.0,3
cifar-10,minmax,0.25,14,15.666666666666666,15.0,3
cifar-10,minmax,0.25,15,17.0,16.0,3
cifar-10,minmax,0.25,16,16.666666666666668,15.0,3
cifar-10,minmax,0.25,17,17.666666666666668,15.0,3
cifar-10,minmax,0.25,18,16.333333333333332,15.0,3
cifar-10,minmax,0.25,19,18.666666666666668,17.0,3
cifar-10,minmax,0.25,20,17.333333333333332,17.0,3
cifar-10,minmax,0.25,21,15.666666666666666,13.0,3
cifar-10,minmax,0.25,22,16.333333333333332,14.0,3
cifar-10,minmax,0.25,23,14.666666666666666,13.0,3
cifar-10,minmax,0.25,24,17.0,15.0,3
cifar-10,minmax,0.25,25,15.666666666666666,14.0,3
cifar-10,minmax,0.25,26,16.333333333333332,15.0,3
cifar-10,minmax,0.25,27,14.333333333333334,13.0,3
cifar-10,minmax,0.25,28,13.666666666666666,11.0,3
cifar-10,minmax,0.25,29,13.666666666666666,10.0,3
cifar-10,minmax,0.25,30,14.0,12.0,3
cifar-10,minmax,0.25,31,14.0,11.0,3
cifar-10,minmax,0.25,32,15.0,12.0,3
cifar-10,minmax,0.25,33,14.666666666666666,12.0,3
cifar-10,minmax,0.25,34,16.0,14.0,3
cifar-10,minmax,0.25,35,16.333333333333332,11.0,3
cifar-10,minmax,0.25,36,17.0,14.0,3
cifar-10,minmax,0.25,37,15.0,11.0,3
cifar-10,minmax,0.25,38,16.333333333333332,9.0,3
cifar-10,minmax,0.25,39,20.0,19.0,3
cifar-10,minmax,0.25,40,16.333333333333332,11.0,3
cifar-10,minmax,0.25,41,13.0,5.0,3
cifar-10,minmax,0.25,42,18.0,14.0,3
cifar-10,minmax,0.25,43,18.0,17.0,3
cifar-10,minmax,0.25,44,16.0,11.0,3
cifar-10,minmax,0.25,45,17.666666666666668,16.0,3
cifar-10,minmax,0.25,46,16.333333333333332,11.0,3
cifar-10,minmax,0.25,47,18.0,17.0,3
cifar-10,minmax,0.25,48,18.0,16.0,3
cifar-10,minmax,0.25,49,19.333333333333332,17.0,3
cifar-10,minmax,0.25,50,17.0,14.0,3
cifar-10,minmax,0.5,11,16.333333333333332,15.0,3
cifar-10,minmax,0.5,12,14.333333333333334,13.0,3
cifar-10,minmax,0.5,13,14.333333333333334,12.0,3
cifar-10,minmax,0.5,14,15.666666666666666,13.0,3
cifar-10,minmax,0.5,15,15.666666666666666,15.0,3
cifar-10,minmax,0.5,16,16.0,15.0,3
cifar-10,minmax,0.5,17,15.666666666666666,14.0,3
cifar-10,minmax,0.5,18,15.333333333333334,14.0,3
cifar-10,minmax,0.5,19,16.666666666666668,13.0,3
cifar-10,minmax,0.5,20,16.0,14.0,3
cifar-10,minmax,0.5,21,14.0,14.0,3
cifar-10,minmax,0.5,22,14.666666666666666,13.0,3
cifar-10,minmax,0.5,23,14.333333333333334,13.0,3
cifar-10,minmax,0.5,24,15.0,13.0,3
cifar-10,minmax,0.5,25,14.333333333333334,13.0,3
cifar-10,minmax,0.5,26,17.333333333333332,17.0,3
cifar-10,minmax,0.5,27,14.666666666666666,14.0,3
cifar-10,minmax,0.5,28,17.0,14.0,3
cifar-10,minmax,0.5,29,15.666666666666666,15.0,3
cifar-10,minmax,0.5,30,15.0,13.0,3
cifar-10,minmax,0.5,31,17.333333333333332,17.0,3
cifar-10,minmax,0.5,32,15.333333333333334,13.0,3
cifar-10,minmax,0.5,33,16.0,15.0,3
cifar-10,minmax,0.5,34,17.0,17.0,3
cifar-10,minmax,0.5,35,15.333333333333334,14.0,3
cifar-10,minmax,0.5,36,14.666666666666666,13.0,3
cifar-10,minmax,0.5,37,16.0,15.0,3
cifar-10,minmax,0.5,38,15.666666666666666,15.0,3
cifar-10,minmax,0.5,39,14.0,13.0,3
cifar-10,minmax,0.5,40,15.333333333333334,14.0,3
cifar-10,minmax,0.5,41,15.666666666666666,14.0,3
cifar-10,minmax,0.5,42,16.333333333333332,14.0,3
cifar-10,minmax,0.5,43,16.0,12.0,3
cifar-10,minmax,0.5,44,15.333333333333334,14.0,3
cifar-10,minmax,0.5,45,16.0,15.0,3
cifar-10,minmax,0.5,46,16.333333333333332,14.0,3
cifar-10,minmax,0.5,47,14.333333333333334,12.0,3
cifar-10,minmax,0.5,48,17.0,17.0,3
cifar-10,minmax,0.5,49,15.333333333333334,13.0,3
cifar-10,minmax,0.5,50,15.333333333333334,12.0,3
cifar-10,minmax,1.0,11,16.333333333333332,15.0,3
cifar-10,minmax,1.0,12,16.666666666666668,16.0,3
cifar-10,minmax,1.0,13,16.333333333333332,16.0,3
cifar-10,minmax,1.0,14,16.666666666666668,16.0,3
cifar-10,minmax,1.0,15,16.666666666666668,15.0,3
cifar-10,minmax,1.0,16,16.333333333333332,15.0,3
cifar-10,minmax,1.0,17,17.0,16.0,3
cifar-10,minmax,1.0,18,16.333333333333332,16.0,3
cifar-10,minmax,1.0,19,16.666666666666668,16.0,3
cifar-10,minmax,1.0,20,17.0,16.0,3
cifar-10,minmax,1.0,21,16.0,15.0,3
cifar-10,minmax,1.0,22,16.666666666666668,16.0,3
cifar-10,minmax,1.0,23,17.0,14.0,3
cifar-10,minmax,1.0,24,16.666666666666668,16.0,3
cifar-10,minmax,1.0,25,16.666666666666668,16.0,3
cifar-10,minmax,1.0,26,16.333333333333332,15.0,3
cifar-10,minmax,1.0,27,16.0,15.0,3
cifar-10,minmax,1.0,28,16.0,15.0,3
cifar-10,minmax,1.0,29,18.0,17.0,3
cifar-10,minmax,1.0,30,17.333333333333332,17.0,3
cifar-10,minmax,1.0,31,16.666666666666668,16.0,3
cifar-10,minmax,1.0,32,16.333333333333332,16.0,3
cifar-10,minmax,1.0,33,16.0,15.0,3
cifar-10,minmax,1.0,34,17.0,15.0,3
cifar-10,minmax,1.0,35,17.333333333333332,16.0,3
cifar-10,minmax,1.0,36,16.666666666666668,16.0,3
cifar-10,minmax,1.0,37,17.333333333333332,16.0,3
cifar-10,minmax,1.0,38,16.0,16.0,3
cifar-10,minmax,1.0,39,17.0,16.0,3
cifar-10,minmax,1.0,40,16.666666666666668,16.0,3
cifar-10,minmax,1.0,41,15.333333333333334,15.0,3
cifar-10,minmax,1.0,42,17.666666666666668,17.0,3
cifar-10,minmax,1.0,43,18.666666666666668,17.0,3
cifar-10,minmax,1.0,44,16.666666666666668,16.0,3
cifar-10,minmax,1.0,45,16.666666666666668,16.0,3
cifar-10,minmax,1.0,46,17.333333333333332,15.0,3
cifar-10,minmax,1.0,47,16.0,15.0,3
cifar-10,minmax,1.0,48,16.333333333333332,16.0,3
cifar-10,minmax,1.0,49,16.0,15.0,3
cifar-10,minmax,1.0,50,15.666666666666666,15.0,3
cifar-10,none,0.5,11,19.666666666666668,19.0,3
cifar-10,none,0.5,12,20.333333333333332,18.0,3
cifar-10,none,0.5,13,20.333333333333332,20.0,3
cifar-10,none,0.5,14,19.0,19.0,3
cifar-10,none,0.5,15,20.666666666666668,19.0,3
cifar-10,none,0.5,16,19.333333333333332,18.0,3
cifar-10,none,0.5,17,20.666666666666668,20.0,3
cifar-10,none,0.5,18,20.666666666666668,19.0,3
cifar-10,none,0.5,19,20.333333333333332,20.0,3
cifar-10,none,0.5,20,22.666666666666668,21.0,3
cifar-10,none,0.5,21,20.666666666666668,20.0,3
cifar-10,none,0.5,22,20.666666666666668,20.0,3
cifar-10,none,0.5,23,21.333333333333332,21.0,3
cifar-10,none,0.5,24,20.333333333333332,20.0,3
cifar-10,none,0.5,25,20.333333333333332,19.0,3
cifar-10,none,0.5,26,20.0,19.0,3
cifar-10,none,0.5,27,21.333333333333332,21.0,3
cifar-10,none,0.5,28,19.666666666666668,19.0,3
cifar-10,none,0.5,29,19.666666666666668,19.0,3
cifar-10,none,0.5,30,21.333333333333332,21.0,3
cifar-10,none,0.5,31,20.666666666666668,19.0,3
cifar-10,none,0.5,32,20.0,19.0,3
cifar-10,none,0.5,33,21.666666666666668,20.0,3
cifar-10,none,0.5,34,21.0,20.0,3
cifar-10,none,0.5,35,21.666666666666668,20.0,3
cifar-10,none,0.5,36,20.333333333333332,18.0,3
cifar-10,none,0.5,37,20.0,19.0,3
cifar-10,none,0.5,38,21.0,19.0,3
cifar-10,none,0.5,39,21.0,19.0,3
cifar-10,none,0.5,40,21.333333333333332,21.0,3
cifar-10,none,0.5,41,20.666666666666668,20.0,3
cifar-10,none,0.5,42,21.333333333333332,20.0,3
cifar-10,none,0.5,43,21.333333333333332,21.0,3
cifar-10,none,0.5,44,20.666666666666668,20.0,3
cifar-10,none,0.5,45,20.666666666666668,19.0,3
cifar-10,none,0.5,46,21.666666666666668,20.0,3
cifar-10,none,0.5,47,22.0,21.0,3
cifar-10,none,0.5,48,23.0,23.0,3
cifar-10,none,0.5,49,20.0,19.0,3
cifar-10,none,0.5,50,20.0,19.0,3
cifar-10,none,1.0,11,21.666666666666668,21.0,3
cifar-10,none,1.0,12,21.0,21.0,3
cifar-10,none,1.0,13,19.666666666666668,16.0,3
cifar-10,none,1.0,14,21.0,18.0,3
cifar-10,none,1.0,15,22.666666666666668,21.0,3
cifar-10,none,1.0,16,22.0,21.0,3
cifar-10,none,1.0,17,21.666666666666668,20.0,3
cifar-10,none,1.0,18,22.0,21.0,3
cifar-10,none,1.0,19,22.333333333333332,22.0,3
cifar-10,none,1.0,20,21.0,20.0,3
cifar-10,none,1.0,21,21.666666666666668,20.0,3
cifar-10,none,1.0,22,21.666666666666668,20.0,3
cifar-10,none,1.0,23,22.333333333333332,21.0,3
cifar-10,none,1.0,24,21.0,19.0,3
cifar-10,none,1.0,25,21.0,20.0,3
cifar-10,none,1.0,26,21.666666666666668,20.0,3
cifar-10,none,1.0,27,21.333333333333332,20.0,3
cifar-10,none,1.0,28,22.666666666666668,22.0,3
cifar-10,none,1.0,29,22.666666666666668,21.0,3
cifar-10,none,1.0,30,20.666666666666668,19.0,3
cifar-10,none,1.0,31,20.666666666666668,20.0,3
cifar-10,none,1.0,32,21.0,21.0,3
cifar-10,none,1.0,33,22.0,21.0,3
cifar-10,none,1.0,34,21.333333333333332,20.0,3
cifar-10,none,1.0,35,20.0,19.0,3
cifar-10,none,1.0,36,21.333333333333332,21.0,3
cifar-10,none,1.0,37,20.0,20.0,3
cifar-10,none,1.0,38,20.666666666666668,20.0,3
cifar-10,none,1.0,39,21.333333333333332,21.0,3
cifar-10,none,1.0,40,21.333333333333332,21.0,3
cifar-10,none,1.0,41,22.0,21.0,3
cifar-10,none,1.0,42,21.333333333333332,21.0,3
cifar-10,none,1.0,43,19.666666666666668,17.0,3
cifar-10,none,1.0,44,21.333333333333332,20.0,3
cifar-10,none,1.0,45,20.333333333333332,20.0,3
cifar-10,none,1.0,46,20.333333333333332,19.0,3
cifar-10,none,1.0,47,20.0,19.0,3
cifar-10,none,1.0,48,20.0,19.0,3
cifar-10,none,1.0,49,21.0,20.0,3
cifar-10,none,1.0,50,21.666666666666668,21.0,3
cifar-10,on_off,0.1,11,12.666666666666666,10.0,3
cifar-10,on_off,0.1,12,16.666666666666668,16.0,3
cifar-10,on_off,0.1,13,16.0,15.0,3
cifar-10,on_off,0.1,14,17.333333333333332,16.0,3
cifar-10,on_off,0.1,15,10.333333333333334,9.0,3
cifar-10,on_off,0.1,16,14.333333333333334,12.0,3
cifar-10,on_off,0.1,17,16.0,12.0,3
cifar-10,on_off,0.1,18,17.333333333333332,16.0,3
cifar-10,on_off,0.1,19,17.0,16.0,3
cifar-10,on_off,0.1,20,11.666666666666666,9.0,3
cifar-10,on_off,0.1,21,15.333333333333334,13.0,3
cifar-10,on_off,0.1,22,15.333333333333334,14.0,3
cifar-10,on_off,0.1,23,14.666666666666666,13.0,3
cifar-10,on_off,0.1,24,19.0,17.0,3
cifar-10,on_off,0.1,25,11.0,9.0,3
cifar-10,on_off,0.1,26,14.666666666666666,14.0,3
cifar-10,on_off,0.1,27,17.0,16.0,3
cifar-10,on_off,0.1,28,17.0,16.0,3
cifar-10,on_off,0.1,29,16.0,14.0,3
cifar-10,on_off,0.1,30,11.333333333333334,10.0,3
cifar-10,on_off,0.1,31,16.333333333333332,16.0,3
cifar-10,on_off,0.1,32,16.0,15.0,3
cifar-10,on_off,0.1,33,15.333333333333334,15.0,3
cifar-10,on_off,0.1,34,16.0,16.0,3
cifar-10,on_off,0.1,35,10.333333333333334,8.0,3
cifar-10,on_off,0.1,36,15.333333333333334,14.0,3
cifar-10,on_off,0.1,37,15.0,12.0,3
cifar-10,on_off,0.1,38,17.333333333333332,15.0,3
cifar-10,on_off,0.1,39,16.666666666666668,15.0,3
cifar-10,on_off,0.1,40,10.666666666666666,8.0,3
cifar-10,on_off,0.1,41,15.0,13.0,3
cifar-10,on_off,0.1,42,14.333333333333334,12.0,3
cifar-10,on_off,0.1,43,14.0,14.0,3
cifar-10,on_off,0.1,44,13.666666666666666,12.0,3
cifar-10,on_off,0.1,45,11.0,10.0,3
cifar-10,on_off,0.1,46,17.666666666666668,15.0,3
cifar-10,on_off,0.1,47,15.333333333333334,14.0,3
cifar-10,on_off,0.1,48,14.0,13.0,3
cifar-10,on_off,0.1,49,15.333333333333334,13.0,3
cifar-10,on_off,0.1,50,10.333333333333334,9.0,3
cifar-10,on_off,0.25,11,23.0,22.0,3
cifar-10,on_off,0.25,12,22.666666666666668,22.0,3
cifar-10,on_off,0.25,13,22.0,21.0,3
cifar-10,on_off,0.25,14,23.0,23.0,3
cifar-10,on_off,0.25,15,17.333333333333332,16.0,3
cifar-10,on_off,0.25,16,21.0,20.0,3
cifar-10,on_off,0.25,17,22.0,21.0,3
cifar-10,on_off,0.25,18,21.666666666666668,21.0,3
cifar-10,on_off,0.25,19,21.0,19.0,3
cifar-10,on_off,0.25,20,15.0,13.0,3
cifar-10,on_off,0.25,21,21.0,20.0,3
cifar-10,on_off,0.25,22,22.333333333333332,22.0,3
cifar-10,on_off,0.25,23,22.0,21.0,3
cifar-10,on_off,0.25,24,22.0,21.0,3
cifar-10,on_off,0.25,25,15.333333333333334,15.0,3
cifar-10,on_off,0.25,26,21.666666666666668,21.0,3
cifar-10,on_off,0.25,27,21.333333333333332,21.0,3
cifar-10,on_off,0.25,28,21.666666666666668,21.0,3
cifar-10,on_off,0.25,29,20.666666666666668,20.0,3
cifar-10,on_off,0.25,30,15.666666666666666,15.0,3
cifar-10,on_off,0.25,31,22.0,21.0,3
cifar-10,on_off,0.25,32,22.0,22.0,3
cifar-10,on_off,0.25,33,21.666666666666668,20.0,3
cifar-10,on_off,0.25,34,21.333333333333332,20.0,3
cifar-10,on_off,0.25,35,15.0,14.0,3
cifar-10,on_off,0.25,36,21.333333333333332,21.0,3
cifar-10,on_off,0.25,37,22.333333333333332,21.0,3
cifar-10,on_off,0.25,38,21.333333333333332,21.0,3
cifar-10,on_off,0.25,39,22.0,22.0,3
cifar-10,on_off,0.25,40,16.666666666666668,15.0,3
cifar-10,on_off,0.25,41,21.666666666666668,21.0,3
cifar-10,on_off,0.25,42,21.0,20.0,3
cifar-10,on_off,0.25,43,22.0,21.0,3
cifar-10,on_off,0.25,44,22.666666666666668,22.0,3
cifar-10,on_off,0.25,45,15.666666666666666,15.0,3
cifar-10,on_off,0.25,46,21.666666666666668,21.0,3
cifar-10,on_off,0.25,47,21.666666666666668,20.0,3
cifar-10,on_off,0.25,48,22.333333333333332,22.0,3
cifar-10,on_off,0.25,49,21.0,21.0,3
cifar-10,on_off,0.25,50,16.0,15.0,3
cifar-10,on_off,0.5,11,22.0,22.0,3
cifar-10,on_off,0.5,12,21.666666666666668,21.0,3
cifar-10,on_off,0.5,13,21.333333333333332,20.0,3
cifar-10,on_off,0.5,14,21.333333333333332,20.0,3
cifar-10,on_off,0.5,15,16.666666666666668,16.0,3
cifar-10,on_off,0.5,16,21.333333333333332,21.0,3
cifar-10,on_off,0.5,17,20.666666666666668,20.0,3
cifar-10,on_off,0.5,18,21.666666666666668,21.0,3
cifar-10,on_off,0.5,19,20.666666666666668,19.0,3
cifar-10,on_off,0.5,20,17.333333333333332,15.0,3
cifar-10,on_off,0.5,21,21.666666666666668,21.0,3
cifar-10,on_off,0.5,22,21.0,19.0,3
cifar-10,on_off,0.5,23,21.0,20.0,3
cifar-10,on_off,0.5,24,20.333333333333332,20.0,3
cifar-10,on_off,0.5,25,16.333333333333332,15.0,3
cifar-10,on_off,0.5,26,21.0,20.0,3
cifar-10,on_off,0.5,27,20.666666666666668,18.0,3
cifar-10,on_off,0.5,28,21.333333333333332,21.0,3
cifar-10,on_off,0.5,29,21.0,19.0,3
cifar-10,on_off,0.5,30,15.333333333333334,15.0,3
cifar-10,on_off,0.5,31,21.333333333333332,20.0,3
cifar-10,on_off,0.5,32,20.666666666666668,20.0,3
cifar-10,on_off,0.5,33,19.666666666666668,18.0,3
cifar-10,on_off,0.5,34,21.0,20.0,3
cifar-10,on_off,0.5,35,15.666666666666666,14.0,3
cifar-10,on_off,0.5,36,21.333333333333332,19.0,3
cifar-10,on_off,0.5,37,21.666666666666668,20.0,3
cifar-10,on_off,0.5,38,21.0,20.0,3
cifar-10,on_off,0.5,39,21.0,19.0,3
cifar-10,on_off,0.5,40,15.0,14.0,3
cifar-10,on_off,0.5,41,20.666666666666668,19.0,3
cifar-10,on_off,0.5,42,21.666666666666668,21.0,3
cifar-10,on_off,0.5,43,21.0,19.0,3
cifar-10,on_off,0.5,44,20.666666666666668,19.0,3
cifar-10,on_off,0.5,45,16.666666666666668,15.0,3
cifar-10,on_off,0.5,46,20.333333333333332,20.0,3
cifar-10,on_off,0.5,47,22.333333333333332,21.0,3
cifar-10,on_off,0.5,48,21.666666666666668,21.0,3
cifar-10,on_off,0.5,49,21.0,20.0,3
cifar-10,on_off,0.5,50,16.333333333333332,15.0,3
cifar-10,on_off,1.0,11,21.666666666666668,21.0,3
cifar-10,on_off,1.0,12,22.333333333333332,21.0,3
cifar-10,on_off,1.0,13,22.0,21.0,3
cifar-10,on_off,1.0,14,22.0,21.0,3
cifar-10,on_off,1.0,15,16.666666666666668,16.0,3
cifar-10,on_off,1.0,16,22.0,21.0,3
cifar-10,on_off,1.0,17,22.333333333333332,22.0,3
cifar-10,on_off,1.0,18,20.666666666666668,19.0,3
cifar-10,on_off,1.0,19,21.333333333333332,20.0,3
cifar-10,on_off,1.0,20,16.333333333333332,16.0,3
cifar-10,on_off,1.0,21,20.333333333333332,20.0,3
cifar-10,on_off,1.0,22,23.0,23.0,3
cifar-10,on_off,1.0,23,20.333333333333332,19.0,3
cifar-10,on_off,1.0,24,22.333333333333332,22.0,3
cifar-10,on_off,1.0,25,16.0,15.0,3
cifar-10,on_off,1.0,26,22.666666666666668,22.0,3
cifar-10,on_off,1.0,27,21.333333333333332,21.0,3
cifar-10,on_off,1.0,28,22.0,21.0,3
cifar-10,on_off,1.0,29,22.333333333333332,22.0,3
cifar-10,on_off,1.0,30,16.666666666666668,16.0,3
cifar-10,on_off,1.0,31,21.666666666666668,21.0,3
cifar-10,on_off,1.0,32,21.0,19.0,3
cifar-10,on_off,1.0,33,21.333333333333332,21.0,3
cifar-10,on_off,1.0,34,21.333333333333332,19.0,3
cifar-10,on_off,1.0,35,17.333333333333332,17.0,3
cifar-10,on_off,1.0,36,21.0,21.0,3
cifar-10,on_off,1.0,37,21.333333333333332,20.0,3
cifar-10,on_off,1.0,38,20.333333333333332,19.0,3
cifar-10,on_off,1.0,39,21.666666666666668,21.0,3
cifar-10,on_off,1.0,40,17.0,15.0,3
cifar-10,on_off,1.0,41,21.333333333333332,20.0,3
cifar-10,on_off,1.0,42,20.333333333333332,19.0,3
cifar-10,on_off,1.0,43,21.666666666666668,21.0,3
cifar-10,on_off,1.0,44,20.666666666666668,19.0,3
cifar-10,on_off,1.0,45,17.333333333333332,17.0,3
cifar-10,on_off,1.0,46,20.333333333333332,19.0,3
cifar-10,on_off,1.0,47,20.333333333333332,19.0,3
cifar-10,on_off,1.0,48,21.333333333333332,21.0,3
cifar-10,on_off,1.0,49,20.333333333333332,20.0,3
cifar-10,on_off,1.0,50,17.333333333333332,16.0,3
cifar-10,sign_flip,0.1,11,13.333333333333334,11.0,3
cifar-10,sign_flip,0.1,12,13.0,12.0,3
cifar-10,sign_flip,0.1,13,14.0,12.0,3
cifar-10,sign_flip,0.1,14,12.0,11.0,3
cifar-10,sign_flip,0.1,15,12.333333333333334,11.0,3
cifar-10,sign_flip,0.1,16,12.333333333333334,12.0,3
cifar-10,sign_flip,0.1,17,12.333333333333334,12.0,3
cifar-10,sign_flip,0.1,18,11.333333333333334,10.0,3
cifar-10,sign_flip,0.1,19,14.0,12.0,3
cifar-10,sign_flip,0.1,20,11.333333333333334,9.0,3
cifar-10,sign_flip,0.1,21,13.666666666666666,13.0,3
cifar-10,sign_flip,0.1,22,11.333333333333334,11.0,3
cifar-10,sign_flip,0.1,23,12.0,12.0,3
cifar-10,sign_flip,0.1,24,11.0,10.0,3
cifar-10,sign_flip,0.1,25,12.333333333333334,10.0,3
cifar-10,sign_flip,0.1,26,12.666666666666666,12.0,3
cifar-10,sign_flip,0.1,27,12.666666666666666,12.0,3
cifar-10,sign_flip,0.1,28,11.0,9.0,3
cifar-10,sign_flip,0.1,29,11.0,10.0,3
cifar-10,sign_flip,0.1,30,12.0,10.0,3
cifar-10,sign_flip,0.1,31,12.333333333333334,12.0,3
cifar-10,sign_flip,0.1,32,11.333333333333334,9.0,3
cifar-10,sign_flip,0.1,33,12.666666666666666,12.0,3
cifar-10,sign_flip,0.1,34,12.333333333333334,10.0,3
cifar-10,sign_flip,0.1,35,11.333333333333334,10.0,3
cifar-10,sign_flip,0.1,36,11.666666666666666,10.0,3
cifar-10,sign_flip,0.1,37,13.666666666666666,13.0,3
cifar-10,sign_flip,0.1,38,12.666666666666666,12.0,3
cifar-10,sign_flip,0.1,39,11.666666666666666,11.0,3
cifar-10,sign_flip,0.1,40,12.333333333333334,12.0,3
cifar-10,sign_flip,0.1,41,12.666666666666666,11.0,3
cifar-10,sign_flip,0.1,42,13.0,11.0,3
cifar-10,sign_flip,0.1,43,12.333333333333334,11.0,3
cifar-10,sign_flip,0.1,44,11.333333333333334,10.0,3
cifar-10,sign_flip,0.1,45,12.0,11.0,3
cifar-10,sign_flip,0.1,46,11.0,10.0,3
cifar-10,sign_flip,0.1,47,13.0,13.0,3
cifar-10,sign_flip,0.1,48,12.333333333333334,11.0,3
cifar-10,sign_flip,0.1,49,11.333333333333334,11.0,3
cifar-10,sign_flip,0.1,50,11.333333333333334,10.0,3
cifar-10,sign_flip,0.25,11,15.666666666666666,14.0,3
cifar-10,sign_flip,0.25,12,16.0,16.0,3
cifar-10,sign_flip,0.25,13,17.333333333333332,16.0,3
cifar-10,sign_flip,0.25,14,15.666666666666666,14.0,3
cifar-10,sign_flip,0.25,15,17.0,17.0,3
cifar-10,sign_flip,0.25,16,14.666666666666666,14.0,3
cifar-10,sign_flip,0.25,17,15.333333333333334,14.0,3
cifar-10,sign_flip,0.25,18,15.666666666666666,15.0,3
cifar-10,sign_flip,0.25,19,15.0,14.0,3
cifar-10,sign_flip,0.25,20,16.0,15.0,3
cifar-10,sign_flip,0.25,21,13.333333333333334,13.0,3
cifar-10,sign_flip,0.25,22,16.666666666666668,16.0,3
cifar-10,sign_flip,0.25,23,14.666666666666666,13.0,3
cifar-10,sign_flip,0.25,24,15.333333333333334,14.0,3
cifar-10,sign_flip,0.25,25,15.0,14.0,3
cifar-10,sign_flip,0.25,26,13.666666666666666,12.0,3
cifar-10,sign_flip,0.25,27,14.0,12.0,3
cifar-10,sign_flip,0.25,28,13.0,12.0,3
cifar-10,sign_flip,0.25,29,16.0,15.0,3
cifar-10,sign_flip,0.25,30,15.666666666666666,15.0,3
cifar-10,sign_flip,0.25,31,16.666666666666668,15.0,3
cifar-10,sign_flip,0.25,32,14.666666666666666,13.0,3
cifar-10,sign_flip,0.25,33,15.0,13.0,3
cifar-10,sign_flip,0.25,34,15.666666666666666,15.0,3
cifar-10,sign_flip,0.25,35,15.333333333333334,14.0,3
cifar-10,sign_flip,0.25,36,15.333333333333334,15.0,3
cifar-10,sign_flip,0.25,37,15.0,14.0,3
cifar-10,sign_flip,0.25,38,14.333333333333334,13.0,3
cifar-10,sign_flip,0.25,39,14.333333333333334,14.0,3
cifar-10,sign_flip,0.25,40,16.0,15.0,3
