dataset,attack,alpha,seed,round,n_total,n_attacker_gt,n_l1_rejected,n_l1_flagged,n_l1_accepted,n_l2_rejected,n_final_rejected,n_accepted_for_aggregation,n_total_true,accuracy,GDS,H,theta_adj_signal,n_rescued,n_confirmed,n_flagged_from_l1_summary,l1_median,l1_mad,l1_thr_reject,l1_thr_flag,l2_thr_distance,l2_thr_cosine
fashion-mnist,sign_flip,1.0,777,19,24,7.0,7,0,17,7,7,17.0,24.0,0.9145,0.6,0.1362,0.1491,0.0,0.0,0.0,158.2436,24.9185,257.9177,232.9992,83.41,0.8
fashion-mnist,sign_flip,1.0,777,20,24,5.0,5,0,19,5,5,18.0,24.0,0.9125,0.3062,0.1008,0.1491,0.0,0.0,0.0,158.865,24.185,255.6051,231.4201,72.75,0.8
fashion-mnist,sign_flip,1.0,777,21,24,7.0,7,0,17,7,7,16.0,24.0,0.915,0.5028,0.1291,0.1491,0.0,0.0,0.0,159.5501,24.4149,257.2096,232.7947,68.28,0.8
fashion-mnist,sign_flip,1.0,777,22,24,8.0,8,0,16,8,8,16.0,24.0,0.9065,0.582,0.1387,0.1491,0.0,0.0,0.0,171.8151,36.3377,317.1659,280.8282,73.55,0.8
fashion-mnist,sign_flip,1.0,777,23,24,8.0,8,0,16,8,8,15.0,24.0,0.9115,0.4769,0.1403,0.1491,0.0,0.0,0.0,158.7596,24.2507,255.7623,231.5116,54.62,0.8
fashion-mnist,sign_flip,1.0,777,24,24,7.0,7,0,17,7,7,16.0,24.0,0.9165,0.4659,0.13,0.1491,0.0,0.0,0.0,159.4443,24.2918,256.6115,232.3197,63.62,0.8
fashion-mnist,sign_flip,1.0,777,25,24,7.0,7,0,17,7,7,17.0,24.0,0.9215,0.5359,0.1366,0.1491,0.0,0.0,0.0,157.96,30.2817,279.0866,248.8049,74.3,0.8
fashion-mnist,sign_flip,1.0,777,26,24,8.0,8,0,16,8,8,16.0,24.0,0.908,0.468,0.1451,0.1491,0.0,0.0,0.0,163.8245,30.4348,285.5635,255.1288,74.02,0.8
fashion-mnist,sign_flip,1.0,777,27,24,8.0,8,0,16,8,8,16.0,24.0,0.924,0.5944,0.1429,0.1491,0.0,0.0,0.0,164.0206,36.6914,310.7862,274.0948,86.48,0.8
fashion-mnist,sign_flip,1.0,777,28,24,7.0,7,0,17,7,7,17.0,24.0,0.921,0.575,0.1293,0.1491,0.0,0.0,0.0,158.1348,24.4498,255.9338,231.4841,73.13,0.8
fashion-mnist,sign_flip,1.0,777,29,24,7.0,7,0,17,7,7,16.0,24.0,0.9075,0.4847,0.1287,0.1491,0.0,0.0,0.0,158.922,24.3569,256.3494,231.9925,72.63,0.8
fashion-mnist,sign_flip,1.0,777,30,24,4.0,4,0,20,4,4,19.0,24.0,0.9215,0.2084,0.0948,0.1491,0.0,0.0,0.0,159.0995,18.4055,232.7215,214.316,65.15,0.8
fashion-mnist,sign_flip,1.0,777,31,24,5.0,5,1,18,6,6,18.0,24.0,0.9165,0.1811,0.1095,0.1491,0.0,1.0,1.0,158.2017,24.1655,254.8635,230.6981,57.79,0.8
fashion-mnist,sign_flip,1.0,777,32,24,8.0,8,0,16,8,8,16.0,24.0,0.919,0.2055,0.1394,0.1491,0.0,0.0,0.0,160.0918,24.3789,257.6075,233.2286,64.75,0.8
fashion-mnist,sign_flip,1.0,777,33,24,7.0,7,1,16,8,8,16.0,24.0,0.922,0.174,0.1344,0.1491,0.0,1.0,1.0,159.8576,24.1136,256.312,232.1984,57.35,0.8
fashion-mnist,sign_flip,1.0,777,34,24,9.0,9,0,15,9,9,15.0,24.0,0.9185,0.7218,0.1604,0.1491,0.0,0.0,0.0,171.4083,36.9442,319.1852,282.241,74.47,0.8
fashion-mnist,sign_flip,1.0,777,35,24,9.0,9,0,15,9,9,15.0,24.0,0.9175,0.7182,0.1559,0.1491,0.0,0.0,0.0,170.87,36.0788,315.1853,279.1065,73.24,0.8
fashion-mnist,sign_flip,1.0,777,36,24,9.0,9,2,13,9,9,15.0,24.0,0.914,0.7231,0.1604,0.1491,2.0,0.0,2.0,157.9704,30.6267,280.4773,249.8505,74.19,0.8
fashion-mnist,sign_flip,1.0,777,37,24,8.0,8,1,15,8,8,15.0,24.0,0.912,0.6,0.1467,0.1491,1.0,0.0,1.0,158.2737,24.2902,255.4346,231.1444,73.72,0.8
fashion-mnist,sign_flip,1.0,777,38,24,6.0,6,0,18,6,6,17.0,24.0,0.9185,0.3793,0.1219,0.1491,0.0,0.0,0.0,158.7946,24.2252,255.6953,231.4701,66.81,0.8
fashion-mnist,sign_flip,1.0,777,39,24,5.0,5,0,19,5,5,17.0,24.0,0.922,0.1457,0.1059,0.1491,0.0,0.0,0.0,157.7,24.0831,254.0323,229.9492,58.24,0.8
fashion-mnist,sign_flip,1.0,777,40,24,9.0,9,0,15,9,9,15.0,24.0,0.9255,0.7263,0.1599,0.1491,0.0,0.0,0.0,158.398,36.2004,303.1997,266.9993,92.6,0.8
fashion-mnist,sign_flip,1.0,777,41,24,8.0,8,0,16,8,8,14.0,24.0,0.9355,0.5433,0.1457,0.1491,0.0,0.0,0.0,164.8665,24.7849,264.0063,239.2213,89.15,0.8
fashion-mnist,sign_flip,1.0,777,42,24,6.0,6,0,18,6,6,17.0,24.0,0.9215,0.2446,0.1222,0.1491,0.0,0.0,0.0,159.179,24.2087,256.0138,231.8051,66.96,0.8
fashion-mnist,sign_flip,1.0,777,43,24,7.0,7,0,17,7,7,16.0,24.0,0.921,0.1921,0.1355,0.1491,0.0,0.0,0.0,159.5483,18.2952,232.7292,214.434,67.16,0.8
fashion-mnist,sign_flip,1.0,777,44,24,7.0,7,0,17,7,7,16.0,24.0,0.9295,0.2053,0.1383,0.1491,0.0,0.0,0.0,159.0402,24.2217,255.9271,231.7053,62.3,0.8
fashion-mnist,sign_flip,1.0,777,45,24,6.0,6,0,18,6,6,17.0,24.0,0.9105,0.2333,0.124,0.1491,0.0,0.0,0.0,158.8988,23.9301,254.6191,230.689,73.47,0.8
fashion-mnist,sign_flip,1.0,777,46,24,7.0,7,0,17,7,7,17.0,24.0,0.9225,0.4164,0.1396,0.1491,0.0,0.0,0.0,165.323,30.6316,287.8493,257.2177,79.41,0.8
fashion-mnist,sign_flip,1.0,777,47,24,6.0,6,2,16,7,7,16.0,24.0,0.9225,0.34,0.1269,0.1491,1.0,1.0,2.0,165.2842,18.6682,239.957,221.2888,73.12,0.8
fashion-mnist,sign_flip,1.0,777,48,24,6.0,6,0,18,6,6,16.0,24.0,0.918,0.4258,0.1324,0.1491,0.0,0.0,0.0,159.9198,24.2406,256.8824,232.6418,65.94,0.8
fashion-mnist,sign_flip,1.0,777,49,24,8.0,8,0,16,8,8,15.0,24.0,0.93,0.4447,0.1482,0.1491,0.0,0.0,0.0,159.8087,25.2197,260.6876,235.4679,75.8,0.8
fashion-mnist,sign_flip,1.0,777,50,24,7.0,7,0,17,7,7,16.0,24.0,0.9205,0.2218,0.1445,0.1491,0.0,0.0,0.0,159.9501,24.1575,256.5799,232.4225,58.81,0.8
fashion-mnist,slow_poison,0.1,123,11,24,9.0,3,1,20,10,10,14.0,24.0,0.7475,0.9489,0.1739,0.5761,0.0,1.0,1.0,80.2315,54.9272,299.9405,245.0132,140.55,0.8
fashion-mnist,slow_poison,0.1,123,12,24,6.0,1,1,22,6,6,18.0,24.0,0.722,0.6461,0.1972,0.5761,0.0,1.0,1.0,127.8536,60.6745,370.5516,309.8771,192.29,0.8
fashion-mnist,slow_poison,0.1,123,13,24,6.0,2,2,20,7,7,17.0,24.0,0.7795,0.6041,0.1939,0.5761,0.0,2.0,2.0,111.1187,57.0581,339.3513,282.2932,179.48,0.8
fashion-mnist,slow_poison,0.1,123,14,24,7.0,2,0,22,7,7,17.0,24.0,0.799,0.6514,0.1841,0.5761,0.0,0.0,0.0,131.5651,61.0239,375.6606,314.6367,191.71,0.8
fashion-mnist,slow_poison,0.1,123,15,24,9.0,1,1,22,6,6,18.0,24.0,0.78,0.7065,0.1559,0.5761,0.0,1.0,1.0,116.573,71.5683,402.8464,331.278,225.41,0.8
fashion-mnist,slow_poison,0.1,123,16,24,5.0,2,0,22,5,5,19.0,24.0,0.769,0.6645,0.1751,0.5761,0.0,0.0,0.0,110.8806,72.1056,399.3028,327.1973,215.03,0.8
fashion-mnist,slow_poison,0.1,123,17,24,8.0,2,0,22,8,8,16.0,24.0,0.727,0.6586,0.1846,0.5761,0.0,0.0,0.0,102.9893,47.9704,294.8707,246.9004,167.63,0.8
fashion-mnist,slow_poison,0.1,123,18,24,8.0,1,1,22,10,10,14.0,24.0,0.8055,0.7584,0.1485,0.5761,0.0,1.0,1.0,112.3912,69.1575,389.0212,319.8637,203.02,0.8
fashion-mnist,slow_poison,0.1,123,19,24,7.0,0,1,23,8,8,16.0,24.0,0.86,0.73,0.1564,0.5761,0.0,1.0,1.0,106.0829,76.615,412.5431,335.9281,205.4,0.8
fashion-mnist,slow_poison,0.1,123,20,24,6.0,1,1,22,6,6,18.0,24.0,0.838,0.6787,0.1661,0.5761,0.0,1.0,1.0,108.8833,73.2565,401.9093,328.6528,202.33,0.8
fashion-mnist,slow_poison,0.1,123,21,24,7.0,2,1,21,7,7,17.0,24.0,0.816,0.7603,0.1679,0.5761,0.0,1.0,1.0,111.3308,66.8414,378.6965,311.8551,195.48,0.8
fashion-mnist,slow_poison,0.1,123,22,24,8.0,1,1,22,7,7,17.0,24.0,0.821,0.7366,0.1621,0.5761,1.0,0.0,1.0,145.7992,87.6928,496.5704,408.8776,287.34,0.8
fashion-mnist,slow_poison,0.1,123,23,24,6.0,1,2,21,7,7,17.0,24.0,0.844,0.6795,0.1624,0.5761,1.0,1.0,2.0,140.9097,73.3801,434.4301,361.05,276.07,0.8
fashion-mnist,slow_poison,0.1,123,24,24,7.0,2,2,20,8,8,16.0,24.0,0.8205,0.6794,0.1477,0.5761,0.0,2.0,2.0,110.556,67.4954,380.5377,313.0423,190.04,0.8
fashion-mnist,slow_poison,0.1,123,25,24,5.0,1,1,22,5,5,19.0,24.0,0.854,0.6386,0.2198,0.5761,0.0,1.0,1.0,134.2366,79.2433,451.21,371.9667,217.41,0.8
fashion-mnist,slow_poison,0.1,123,26,24,5.0,1,0,23,5,5,19.0,24.0,0.861,0.6695,0.139,0.5761,0.0,0.0,0.0,111.9961,65.0864,372.3419,307.2554,204.21,0.8
fashion-mnist,slow_poison,0.1,123,27,24,8.0,0,2,22,7,7,17.0,24.0,0.849,0.6787,0.1687,0.5761,0.0,2.0,2.0,98.7152,61.2524,343.7249,282.4725,178.22,0.8
fashion-mnist,slow_poison,0.1,123,28,24,6.0,1,2,21,9,9,15.0,24.0,0.8185,0.7163,0.2227,0.5761,0.0,2.0,2.0,140.7362,79.5284,458.8497,379.3213,222.12,0.8
fashion-mnist,slow_poison,0.1,123,29,24,9.0,0,2,22,5,5,19.0,24.0,0.8365,0.6171,0.1457,0.5761,0.0,2.0,2.0,146.9836,71.2133,431.8367,360.6234,215.83,0.8
fashion-mnist,slow_poison,0.1,123,30,24,8.0,2,0,22,8,8,16.0,24.0,0.8415,0.7049,0.1577,0.5761,0.0,0.0,0.0,106.402,76.3363,411.7472,335.4109,202.27,0.8
fashion-mnist,slow_poison,0.1,123,31,24,6.0,2,1,21,8,8,16.0,24.0,0.846,0.6871,0.1527,0.5761,0.0,1.0,1.0,146.6451,66.8755,414.1472,347.2717,231.03,0.8
fashion-mnist,slow_poison,0.1,123,32,24,10.0,1,0,23,8,8,16.0,24.0,0.8585,0.6988,0.3044,0.5761,0.0,0.0,0.0,115.2953,67.3193,384.5723,317.253,197.95,0.8
fashion-mnist,slow_poison,0.1,123,33,24,8.0,1,0,23,6,6,18.0,24.0,0.8445,0.7046,0.1279,0.5761,0.0,0.0,0.0,111.6605,66.3154,376.9221,310.6067,186.65,0.8
fashion-mnist,slow_poison,0.1,123,34,24,8.0,0,1,23,5,5,19.0,24.0,0.834,0.6883,0.1525,0.5761,0.0,1.0,1.0,98.1607,53.5826,312.4912,258.9086,182.5,0.8
fashion-mnist,slow_poison,0.1,123,35,24,7.0,0,1,23,4,4,20.0,24.0,0.827,0.575,0.192,0.5761,0.0,1.0,1.0,124.1388,58.7596,359.1772,300.4176,189.21,0.8
fashion-mnist,slow_poison,0.1,123,36,24,6.0,2,1,21,7,7,17.0,24.0,0.853,0.6545,0.14,0.5761,1.0,0.0,1.0,146.7738,52.3021,355.982,303.68,202.06,0.8
fashion-mnist,slow_poison,0.1,123,37,24,9.0,1,2,21,10,10,14.0,24.0,0.864,0.6887,0.1574,0.5761,0.0,2.0,2.0,100.9398,59.8271,340.2482,280.4211,160.46,0.8
fashion-mnist,slow_poison,0.1,123,38,24,6.0,0,3,21,7,7,17.0,24.0,0.865,0.6924,0.1587,0.5761,0.0,3.0,3.0,108.6791,69.2974,385.8688,316.5714,201.92,0.8
fashion-mnist,slow_poison,0.1,123,39,24,7.0,1,1,22,5,5,19.0,24.0,0.868,0.6584,0.1303,0.5761,0.0,1.0,1.0,121.574,78.3214,434.8597,356.5382,221.15,0.8
fashion-mnist,slow_poison,0.1,123,40,24,6.0,3,1,20,9,9,15.0,24.0,0.8565,0.7124,0.1124,0.5761,0.0,1.0,1.0,115.2405,60.7831,358.3727,297.5896,211.99,0.8
fashion-mnist,slow_poison,0.1,123,41,24,11.0,2,3,19,12,12,12.0,24.0,0.8565,0.9531,0.1737,0.5761,0.0,3.0,3.0,80.9239,58.7168,315.7912,257.0744,168.73,0.8
fashion-mnist,slow_poison,0.1,123,42,24,10.0,1,2,21,12,12,12.0,24.0,0.847,0.8901,0.1739,0.5761,0.0,2.0,2.0,89.2742,58.0372,321.423,263.3858,157.15,0.8
fashion-mnist,slow_poison,0.1,123,43,24,5.0,1,1,22,7,7,17.0,24.0,0.851,0.727,0.1684,0.5761,0.0,1.0,1.0,109.077,71.574,395.3729,323.7989,201.12,0.8
fashion-mnist,slow_poison,0.1,123,44,24,10.0,1,1,22,10,10,14.0,24.0,0.8805,0.9657,0.162,0.5761,0.0,1.0,1.0,102.3259,76.496,408.3098,331.8138,183.53,0.8
fashion-mnist,slow_poison,0.1,123,45,24,5.0,2,1,21,7,7,17.0,24.0,0.867,0.6165,0.1342,0.5761,1.0,0.0,1.0,138.9482,48.6053,333.3694,284.7641,204.86,0.8
fashion-mnist,slow_poison,0.1,123,46,24,7.0,1,1,22,4,4,20.0,24.0,0.8885,0.6062,0.1083,0.5761,0.0,1.0,1.0,127.9534,63.8052,383.1741,319.3689,187.24,0.8
fashion-mnist,slow_poison,0.1,123,47,24,8.0,0,1,23,8,8,16.0,24.0,0.875,0.7741,0.1449,0.5761,0.0,1.0,1.0,110.8321,72.5307,400.955,328.4243,208.86,0.8
fashion-mnist,slow_poison,0.1,123,48,24,7.0,2,0,22,9,9,15.0,24.0,0.8755,0.808,0.1995,0.5761,0.0,0.0,0.0,111.1262,72.6328,401.6573,329.0245,209.28,0.8
fashion-mnist,slow_poison,0.1,123,49,24,3.0,2,2,20,5,5,19.0,24.0,0.8895,0.579,0.1124,0.5761,0.0,2.0,2.0,141.213,56.0717,365.5,309.4283,147.56,0.8
fashion-mnist,slow_poison,0.1,123,50,24,7.0,1,0,23,8,8,16.0,24.0,0.874,0.6865,0.1318,0.5761,0.0,0.0,0.0,116.6676,63.8422,372.0363,308.1942,210.93,0.8
fashion-mnist,slow_poison,0.1,42,11,24,5.0,2,1,21,7,7,17.0,24.0,0.7665,0.6422,0.1162,0.5719,0.0,1.0,1.0,132.3609,51.5364,338.5064,286.9701,162.15,0.8
fashion-mnist,slow_poison,0.1,42,12,24,5.0,2,1,21,4,4,20.0,24.0,0.775,0.5989,0.1245,0.5719,0.0,1.0,1.0,139.574,55.7004,362.3757,306.6753,197.78,0.8
fashion-mnist,slow_poison,0.1,42,13,24,6.0,3,1,20,8,8,16.0,24.0,0.785,0.6559,0.1458,0.5719,0.0,1.0,1.0,109.4672,54.369,326.9431,272.5742,181.56,0.8
fashion-mnist,slow_poison,0.1,42,14,24,8.0,2,2,20,10,10,14.0,24.0,0.7865,0.92,0.1579,0.5719,0.0,2.0,2.0,85.2072,60.5202,327.2881,266.7679,149.48,0.8
fashion-mnist,slow_poison,0.1,42,15,24,8.0,1,0,23,6,6,18.0,24.0,0.7875,0.6428,0.2397,0.5719,0.0,0.0,0.0,116.344,51.1281,320.8563,269.7282,169.21,0.8
fashion-mnist,slow_poison,0.1,42,16,24,8.0,1,1,22,9,9,15.0,24.0,0.7525,0.7184,0.1617,0.5719,0.0,1.0,1.0,134.8294,79.1104,451.2711,372.1607,239.57,0.8
fashion-mnist,slow_poison,0.1,42,17,24,7.0,1,3,20,8,8,16.0,24.0,0.7915,0.7555,0.2687,0.5719,0.0,3.0,3.0,106.6416,76.4768,412.5488,336.072,199.86,0.8
fashion-mnist,slow_poison,0.1,42,18,24,7.0,2,1,21,8,8,16.0,24.0,0.7805,0.6892,0.1378,0.5719,0.0,1.0,1.0,116.8888,74.7766,415.9951,341.2185,231.87,0.8
fashion-mnist,slow_poison,0.1,42,19,24,8.0,1,1,22,7,7,17.0,24.0,0.8245,0.6755,0.1847,0.5719,0.0,1.0,1.0,109.3648,73.1354,401.9065,328.7711,207.63,0.8
fashion-mnist,slow_poison,0.1,42,20,24,8.0,1,1,22,8,8,16.0,24.0,0.7975,0.8107,0.2039,0.5719,0.0,1.0,1.0,126.0025,84.8469,465.39,380.5431,236.51,0.8
fashion-mnist,slow_poison,0.1,42,21,24,8.0,1,2,21,9,9,15.0,24.0,0.8435,0.8485,0.155,0.5719,0.0,2.0,2.0,108.8024,86.2884,453.9559,367.6675,213.79,0.8
fashion-mnist,slow_poison,0.1,42,22,24,8.0,0,2,22,5,5,19.0,24.0,0.827,0.7252,0.1393,0.5719,0.0,2.0,2.0,104.346,74.1076,400.7765,326.6688,198.64,0.8
fashion-mnist,slow_poison,0.1,42,23,24,5.0,1,1,22,5,5,19.0,24.0,0.8395,0.743,0.1374,0.5719,0.0,1.0,1.0,101.8817,77.4103,411.523,334.1126,195.92,0.8
fashion-mnist,slow_poison,0.1,42,24,24,9.0,2,1,21,7,7,17.0,24.0,0.845,0.8464,0.1524,0.5719,0.0,1.0,1.0,107.6668,76.7572,414.6957,337.9385,207.22,0.8
fashion-mnist,slow_poison,0.1,42,25,24,7.0,1,1,22,7,7,17.0,24.0,0.874,0.6849,0.1358,0.5719,0.0,1.0,1.0,121.5442,71.8096,408.7828,336.9731,220.75,0.8
fashion-mnist,slow_poison,0.1,42,26,24,8.0,1,1,22,9,9,15.0,24.0,0.8235,0.7338,0.1727,0.5719,0.0,1.0,1.0,116.2367,80.3517,437.6435,357.2918,215.49,0.8
fashion-mnist,slow_poison,0.1,42,27,24,8.0,2,1,21,9,9,15.0,24.0,0.8615,0.7668,0.1312,0.5719,0.0,1.0,1.0,120.6739,66.5868,387.021,320.4342,226.45,0.8
fashion-mnist,slow_poison,0.1,42,28,24,9.0,1,1,22,10,10,14.0,24.0,0.8565,0.8727,0.1484,0.5719,0.0,1.0,1.0,102.0105,72.7956,393.1929,320.3973,214.62,0.8
fashion-mnist,slow_poison,0.1,42,29,24,7.0,2,2,20,7,7,17.0,24.0,0.844,0.6592,0.1566,0.5719,0.0,2.0,2.0,110.4182,68.9102,386.059,317.1488,201.12,0.8
fashion-mnist,slow_poison,0.1,42,30,24,7.0,0,2,22,8,8,16.0,24.0,0.8565,0.7686,0.1451,0.5719,0.0,2.0,2.0,117.0368,86.2917,462.2037,375.912,256.15,0.8
fashion-mnist,slow_poison,0.1,42,31,24,5.0,1,1,22,6,6,18.0,24.0,0.834,0.6693,0.1028,0.5719,0.0,1.0,1.0,122.2292,54.6138,340.6843,286.0705,161.93,0.8
fashion-mnist,slow_poison,0.1,42,32,24,7.0,2,0,22,6,6,18.0,24.0,0.8585,0.692,0.1737,0.5719,0.0,0.0,0.0,115.491,58.5964,349.8766,291.2802,177.74,0.8
fashion-mnist,slow_poison,0.1,42,33,24,7.0,1,1,22,8,8,16.0,24.0,0.871,0.7471,0.1831,0.5719,0.0,1.0,1.0,106.9943,73.1473,399.5835,326.4362,207.99,0.8
fashion-mnist,slow_poison,0.1,42,34,24,9.0,2,1,21,10,10,14.0,24.0,0.8665,0.8388,0.1519,0.5719,0.0,1.0,1.0,110.4618,77.0446,418.6401,341.5955,207.17,0.8
fashion-mnist,slow_poison,0.1,42,35,24,10.0,0,2,22,9,9,15.0,24.0,0.8695,0.879,0.2205,0.5719,0.0,2.0,2.0,88.7628,64.1484,345.3566,281.2081,150.99,0.8
fashion-mnist,slow_poison,0.1,42,36,24,5.0,1,1,22,6,6,18.0,24.0,0.8595,0.6728,0.1221,0.5719,0.0,1.0,1.0,128.9552,72.7133,419.8086,347.0953,233.51,0.8
fashion-mnist,slow_poison,0.1,42,37,24,8.0,0,2,22,8,8,16.0,24.0,0.8605,0.6639,0.1807,0.5719,0.0,2.0,2.0,121.5854,82.6473,452.1747,369.5273,229.23,0.8
fashion-mnist,slow_poison,0.1,42,38,24,8.0,1,1,22,8,8,16.0,24.0,0.8785,0.6792,0.1662,0.5719,1.0,0.0,1.0,116.649,60.4592,358.4859,298.0267,203.18,0.8
fashion-mnist,slow_poison,0.1,42,39,24,6.0,1,2,21,7,7,17.0,24.0,0.8785,0.6369,0.1549,0.5719,0.0,2.0,2.0,127.8883,81.7321,454.8166,373.0845,247.71,0.8
fashion-mnist,slow_poison,0.1,42,40,24,7.0,0,2,22,6,6,18.0,24.0,0.8735,0.6662,0.1439,0.5719,0.0,2.0,2.0,127.4491,78.7772,442.558,363.7807,218.97,0.8
fashion-mnist,slow_poison,0.1,42,41,24,9.0,2,1,21,10,10,14.0,24.0,0.851,0.8795,0.1754,0.5719,0.0,1.0,1.0,106.4239,67.2877,375.5746,308.2869,202.45,0.8
fashion-mnist,slow_poison,0.1,42,42,24,6.0,2,0,22,7,7,17.0,24.0,0.8675,0.6785,0.1211,0.5719,0.0,0.0,0.0,134.472,54.7276,353.3825,298.6549,210.86,0.8
fashion-mnist,slow_poison,0.1,42,43,24,6.0,0,1,23,5,5,19.0,24.0,0.8815,0.6809,0.1252,0.5719,0.0,1.0,1.0,129.6534,76.0722,433.9421,357.8699,222.9,0.8
fashion-mnist,slow_poison,0.1,42,44,24,6.0,0,0,24,5,5,19.0,24.0,0.856,0.6319,0.1633,0.5719,0.0,0.0,0.0,116.2594,63.6283,370.7726,307.1443,174.73,0.8
fashion-mnist,slow_poison,0.1,42,45,24,7.0,1,1,22,6,6,18.0,24.0,0.895,0.7061,0.1183,0.5719,0.0,1.0,1.0,122.0333,79.7219,440.921,361.1991,223.64,0.8
fashion-mnist,slow_poison,0.1,42,46,24,7.0,2,1,21,7,7,17.0,24.0,0.857,0.6744,0.1526,0.5719,0.0,1.0,1.0,109.8927,57.032,338.0207,280.9887,170.6,0.8
fashion-mnist,slow_poison,0.1,42,47,24,8.0,1,1,22,10,10,14.0,24.0,0.8835,0.7423,0.1332,0.5719,0.0,1.0,1.0,117.8813,77.9702,429.7619,351.7917,243.48,0.8
fashion-mnist,slow_poison,0.1,42,48,24,7.0,1,1,22,6,6,18.0,24.0,0.8835,0.6338,0.1241,0.5719,0.0,1.0,1.0,119.5747,66.297,384.7625,318.4655,206.48,0.8
fashion-mnist,slow_poison,0.1,42,49,24,8.0,1,1,22,8,8,16.0,24.0,0.881,0.7811,0.1823,0.5719,0.0,1.0,1.0,110.6375,78.0781,422.9499,344.8718,211.49,0.8
fashion-mnist,slow_poison,0.1,42,50,24,7.0,2,0,22,7,7,17.0,24.0,0.8745,0.7542,0.2243,0.5719,0.0,0.0,0.0,104.3122,73.6544,398.9297,325.2753,189.83,0.8
fashion-mnist,slow_poison,0.1,777,11,24,7.0,1,0,23,6,6,18.0,24.0,0.768,0.6442,0.1798,0.5735,0.0,0.0,0.0,140.0671,80.2944,461.2446,380.9502,206.83,0.8
fashion-mnist,slow_poison,0.1,777,12,24,6.0,0,2,22,7,7,17.0,24.0,0.7015,0.7376,0.1947,0.5735,0.0,2.0,2.0,109.5275,82.0781,437.8399,355.7618,213.94,0.8
fashion-mnist,slow_poison,0.1,777,13,24,8.0,1,1,22,8,8,16.0,24.0,0.7695,0.7212,0.171,0.5735,0.0,1.0,1.0,101.7963,67.4949,371.776,304.2811,182.29,0.8
fashion-mnist,slow_poison,0.1,777,14,24,7.0,1,1,22,6,6,18.0,24.0,0.798,0.6081,0.1449,0.5735,0.0,1.0,1.0,126.8319,54.4781,344.7442,290.2662,175.47,0.8
fashion-mnist,slow_poison,0.1,777,15,24,7.0,1,1,22,7,7,17.0,24.0,0.824,0.6718,0.1589,0.5735,0.0,1.0,1.0,121.9018,81.4429,447.6734,366.2305,221.94,0.8
fashion-mnist,slow_poison,0.1,777,16,24,7.0,1,1,22,5,5,19.0,24.0,0.833,0.6278,0.1533,0.5735,0.0,1.0,1.0,136.138,79.0049,452.1578,373.1528,220.07,0.8
fashion-mnist,slow_poison,0.1,777,17,24,7.0,1,0,23,5,5,19.0,24.0,0.8245,0.6397,0.1498,0.5735,0.0,0.0,0.0,120.5167,97.6328,511.048,413.4152,249.69,0.8
fashion-mnist,slow_poison,0.1,777,18,24,5.0,1,1,22,7,7,17.0,24.0,0.794,0.6424,0.1545,0.5735,0.0,1.0,1.0,139.8565,72.9629,431.708,358.7452,239.81,0.8
fashion-mnist,slow_poison,0.1,777,19,24,8.0,2,1,21,7,7,17.0,24.0,0.826,0.7349,0.1318,0.5735,0.0,1.0,1.0,111.465,73.4108,405.108,331.6973,227.43,0.8
fashion-mnist,slow_poison,0.1,777,20,24,6.0,1,1,22,7,7,17.0,24.0,0.8355,0.6533,0.1788,0.5735,0.0,1.0,1.0,109.738,66.1281,374.2506,308.1225,190.37,0.8
fashion-mnist,slow_poison,0.1,777,21,24,8.0,0,0,24,6,6,18.0,24.0,0.836,0.7306,0.2078,0.5735,0.0,0.0,0.0,106.0153,77.1042,414.4322,337.328,210.4,0.8
fashion-mnist,slow_poison,0.1,777,22,24,5.0,2,1,21,7,7,17.0,24.0,0.8535,0.7116,0.1205,0.5735,0.0,1.0,1.0,121.4601,61.2221,366.3483,305.1262,202.2,0.8
fashion-mnist,slow_poison,0.1,777,23,24,6.0,1,1,22,7,7,17.0,24.0,0.8435,0.7186,0.2016,0.5735,0.0,1.0,1.0,111.2245,91.3843,476.7617,385.3774,240.86,0.8
fashion-mnist,slow_poison,0.1,777,24,24,6.0,2,1,21,6,6,18.0,24.0,0.851,0.6763,0.1319,0.5735,0.0,1.0,1.0,114.6265,67.6681,385.299,317.6309,190.39,0.8
fashion-mnist,slow_poison,0.1,777,25,24,10.0,0,0,24,9,9,15.0,24.0,0.86,0.7076,0.1503,0.5735,0.0,0.0,0.0,108.9659,71.6832,395.6988,324.0156,213.0,0.8
fashion-mnist,slow_poison,0.1,777,26,24,6.0,2,1,21,8,8,16.0,24.0,0.8365,0.7888,0.2071,0.5735,0.0,1.0,1.0,92.3124,65.239,353.2686,288.0296,202.58,0.8
fashion-mnist,slow_poison,0.1,777,27,24,7.0,1,1,22,8,8,16.0,24.0,0.8605,0.7611,0.1593,0.5735,0.0,1.0,1.0,108.2209,72.5428,398.3921,325.8493,201.98,0.8
fashion-mnist,slow_poison,0.1,777,28,24,10.0,2,1,21,9,9,15.0,24.0,0.836,0.9487,0.1862,0.5735,0.0,1.0,1.0,94.1897,73.1912,386.9547,313.7635,173.11,0.8
fashion-mnist,slow_poison,0.1,777,29,24,10.0,0,2,22,10,10,14.0,24.0,0.83,0.8762,0.1504,0.5735,0.0,2.0,2.0,86.9332,58.5825,321.2633,262.6808,166.36,0.8
